path,tree,size_bytes,lines,top_level_symbols,references_count
src/css/bundle-designer-v15.css,css,242819,908,skip-link; sr-only; host-signup-sheets; host-signup-sheet-list; host-signup-sheet-row; host-signup-sheet-row-head; host-signup-sheet-row-actions; host-signup-claims-region; host-signup-claims-slot; host-signup-claims-table; host-signup-modal-overlay; host-signup-modal; host-polls; host-poll-list; host-poll-row,0
src/css/bundle-guests-v15.css,css,215433,910,skip-link; sr-only; host-signup-sheets; host-signup-sheet-list; host-signup-sheet-row; host-signup-sheet-row-head; host-signup-sheet-row-actions; host-signup-claims-region; host-signup-claims-slot; host-signup-claims-table; host-signup-modal-overlay; host-signup-modal; host-polls; host-poll-list; host-poll-row,0
src/css/bundle-index-v15.css,css,429704,1550,skip-link; sr-only; host-signup-sheets; host-signup-sheet-list; host-signup-sheet-row; host-signup-sheet-row-head; host-signup-sheet-row-actions; host-signup-claims-region; host-signup-claims-slot; host-signup-claims-table; host-signup-modal-overlay; host-signup-modal; host-polls; host-poll-list; host-poll-row,0
src/css/bundle-materials-v15.css,css,240433,910,skip-link; sr-only; host-signup-sheets; host-signup-sheet-list; host-signup-sheet-row; host-signup-sheet-row-head; host-signup-sheet-row-actions; host-signup-claims-region; host-signup-claims-slot; host-signup-claims-table; host-signup-modal-overlay; host-signup-modal; host-polls; host-poll-list; host-poll-row,0
src/css/bundle-privacy-v15.css,css,98904,566,skip-link; sr-only; host-signup-sheets; host-signup-sheet-list; host-signup-sheet-row; host-signup-sheet-row-head; host-signup-sheet-row-actions; host-signup-claims-region; host-signup-claims-slot; host-signup-claims-table; host-signup-modal-overlay; host-signup-modal; host-polls; host-poll-list; host-poll-row,0
src/css/bundle-public-v15.css,css,74740,394,skip-link; sr-only; guest-layout-content; guest; guest-language-km; event-journey; guest-consent-banner; gallery-locked; guest-studio-brand; event-actions; public-share-status; guest-feature; signup-sheet; poll; album-upload,0
src/css/bundle-reset-v15.css,css,213328,908,skip-link; sr-only; host-signup-sheets; host-signup-sheet-list; host-signup-sheet-row; host-signup-sheet-row-head; host-signup-sheet-row-actions; host-signup-claims-region; host-signup-claims-slot; host-signup-claims-table; host-signup-modal-overlay; host-signup-modal; host-polls; host-poll-list; host-poll-row,0
src/css/bundle-responses-v15.css,css,216008,910,skip-link; sr-only; host-signup-sheets; host-signup-sheet-list; host-signup-sheet-row; host-signup-sheet-row-head; host-signup-sheet-row-actions; host-signup-claims-region; host-signup-claims-slot; host-signup-claims-table; host-signup-modal-overlay; host-signup-modal; host-polls; host-poll-list; host-poll-row,0
src/css/bundle-templates-v15.css,css,246382,910,skip-link; sr-only; host-signup-sheets; host-signup-sheet-list; host-signup-sheet-row; host-signup-sheet-row-head; host-signup-sheet-row-actions; host-signup-claims-region; host-signup-claims-slot; host-signup-claims-table; host-signup-modal-overlay; host-signup-modal; host-polls; host-poll-list; host-poll-row,0
src/css/bundle-verify-v15.css,css,213225,908,skip-link; sr-only; host-signup-sheets; host-signup-sheet-list; host-signup-sheet-row; host-signup-sheet-row-head; host-signup-sheet-row-actions; host-signup-claims-region; host-signup-claims-slot; host-signup-claims-table; host-signup-modal-overlay; host-signup-modal; host-polls; host-poll-list; host-poll-row,0
src/css/canvas-plus.css,css,46151,349,ui-theme-menu; card; canvas-auth-badge; canvas-auth-visual; canvas-auth-bullets; canvas-auth-panel; canvas-auth-tabs; canvas-auth-actions; canvas-auth-note; canvas-auth-links; canvas-auth-status; canvas-pro-grid; canvas-ai-grid; canvas-ai-hint; canvas-header-status,4
src/css/checkin-v13.css,css,2654,2,checkin-notice,1
src/css/collaboration-live.css,css,1186,2,ei-live-sync-chip; ei-presence-stack,2
src/css/collaboration-studio-v31.css,css,2254,1,v31-panel,2
src/css/collaboration-v24.css,css,4941,1,v24-collaboration-dialog,3
src/css/command-palette-v23.css,css,5153,1,v23-command-surface,3
src/css/compact-theme-v0_52.css,css,1650,67,account-appearance-actions,0
src/css/content-browser-v24.css,css,3465,3,v24-content-browser; v24-content-card,3
src/css/creative-packs.css,css,651,1,ei-pack-panel,4
src/css/custom-fonts-v22.css,css,2176,6,ei-font-upload; ei-font-badge; ei-font-card,1
src/css/dashboard-page-v13.css,css,6924,5,dash; create-dialog; template-choice-actions,0
src/css/designer-page-v13.css,css,914,1,designer-page,0
src/css/direct-manipulation-v24.css,css,2418,6,v24-inline-toolbar,3
src/css/editor-builders.css,css,3409,4,ei-raw-field; ei-builder,4
src/css/editor-canvas-core.css,css,7111,310,editor-canvas-container; textbox-element; fabric-object--textbox; fabric-control; fabric-corner; editor-object; editor-ruler; editor-guide; editor-grid; snap-indicator; zoom-controls; zoom-button; zoom-level-display; pan-mode-active; layer-highlight,0
src/css/editor-pro.css,css,4645,9,ei-context-toolbar; ei-rich-toolbar; ei-frame-placeholder; typography-v19-controls; canvas,5
src/css/editor-responsive-contract-v27.css,css,6757,2,--einvite-rail-width:66px;--einvite-pane-width:304px;--einvite-left-width:370px;--einvite-inspector-width:330px;--einvite-drawer-z:90;--einvite-rail-z:96;--einvite-inspector-z:100,1
src/css/editor-shared-styles-v13.css,css,1179,1,ei-shared-styles-v13,0
src/css/editor-suite.css,css,60533,383,ui-theme-menu; card; canvas-auth-badge; canvas-auth-visual; canvas-auth-bullets; canvas-auth-panel; canvas-auth-tabs; canvas-auth-actions; canvas-auth-note; canvas-auth-links; canvas-auth-status; canvas-pro-grid; canvas-ai-grid; canvas-ai-hint; canvas-header-status,0
src/css/editor-ui-layout.css,css,9567,439,editor-layout; editor-sidebar; editor-main; editor-properties; editor-toolbar; toolbar-tools; toolbar-button; toolbar-icon; toolbar-separator; sidebar-categories; sidebar-category; sidebar-category-icon; sidebar-category-label; context-toolbar-row; context-toolbar-item,0
src/css/editor-ux-refinement-v0_52.css,css,2142,93,,0
src/css/editor/editor-styles.css,css,33820,549,v54-canvas-hud; v54-zoom-menu; v54-selection-card; v54-hover-box; v54-context-hidden; v54-inspector-mode; v54-inspector-essential; object; v54-header-menu-section; v54-inspector-empty; v54-footer-tools; v54-footer-tools-trigger; v54-footer-tools-menu; v54-sidebar-collapse; v54-nav-text,2
src/css/final-experience.css,css,13854,1,"--final-accent:#7c5cff;--final-accent-2:#d85aa2;--final-cyan:#42d7d7;--final-panel:color-mix(in srgb,var(--ui-surface,#fff) 94%,transparent);--final-ease:cubic-bezier(.2,.8,.2,1)",0
src/css/final-polish.css,css,23713,1,"--fp-radius-xs:8px;--fp-radius-sm:12px;--fp-radius:16px;--fp-radius-lg:24px;--fp-shadow:0 12px 34px rgba(20,24,36,.08);--fp-shadow-lg:0 24px 70px rgba(20,24,36,.14);--fp-ease:cubic-bezier(.2,.8,.2,1)",0
src/css/font-browser.css,css,2989,1,ei-font-launch,4
src/css/future-public-renderer-v52.css,css,603,1,v52-public-block,2
src/css/future-studio-v52.css,css,6840,5,v52-shell; v52-dialog,1
src/css/graphics-runtime-v22.css,css,749,1,ei-gpu-scene-layer,0
src/css/guest-features-v54_1.css,css,4818,243,guest-feature; signup-sheet; poll; album-upload; album-grid; album-photo; album; delivery-dialog-overlay; delivery-dialog,1
src/css/guest-journey.css,css,3839,3,guest-journey,4
src/css/guest-layouts.css,css,12194,40,guest-layout-content; guest; guest-language-km; event-journey; guest-consent-banner; gallery-locked; guest-studio-brand; event-actions; public-share-status,0
src/css/materials-page-v13.css,css,2413,1,library-page,0
src/css/modern-ui.css,css,52939,456,host-signup-sheets; host-signup-sheet-list; host-signup-sheet-row; host-signup-sheet-row-head; host-signup-sheet-row-actions; host-signup-claims-region; host-signup-claims-slot; host-signup-claims-table; host-signup-modal-overlay; host-signup-modal; host-polls; host-poll-list; host-poll-row; host-poll-row-head; host-poll-row-actions,5
src/css/monitoring.css,css,851,1,ei-system-grid,1
src/css/navigation-history-v23.css,css,3391,10,v23-target-mode; v23-page-tools; v23-page-view-switch; v22-page-manager; v23-checkpoint-dialog,4
src/css/opening-scenes.css,css,1931,1,open-cover,0
src/css/organized/admin-page-v13.css,css,1188,1,admin-page,0
src/css/organized/bundle-checkin-v15.css,css,71045,3,checkin-notice; --accent:#9d4555;--ink:#2c2326;--panel:#fff;--line:#e8dfdc; --v22-control-min:44px,0
src/css/organized/bundle-dashboard-v15.css,css,227573,430,create-dialog; template-choice-actions; account-appearance-actions; ui-theme-menu; card; canvas-auth-badge; canvas-auth-visual; canvas-auth-bullets; canvas-auth-panel; canvas-auth-tabs; canvas-auth-actions; canvas-auth-note; canvas-auth-links; canvas-auth-status; canvas-pro-grid,0
src/css/organized/bundle-designer-v15.css,css,216369,416,account-appearance-actions; ui-theme-menu; card; canvas-auth-badge; canvas-auth-visual; canvas-auth-bullets; canvas-auth-panel; canvas-auth-tabs; canvas-auth-actions; canvas-auth-note; canvas-auth-links; canvas-auth-status; canvas-pro-grid; canvas-ai-grid; canvas-ai-hint,0
src/css/organized/bundle-privacy-v15.css,css,72456,76,account-appearance-actions; privacy-page; privacy-back-link; --accent:#9d4555;--ink:#2c2326;--panel:#fff;--line:#e8dfdc; --v22-control-min:44px,0
src/css/organized/bundle-responses-v15.css,css,188641,416,account-appearance-actions; ui-theme-menu; card; canvas-auth-badge; canvas-auth-visual; canvas-auth-bullets; canvas-auth-panel; canvas-auth-tabs; canvas-auth-actions; canvas-auth-note; canvas-auth-links; canvas-auth-status; canvas-pro-grid; canvas-ai-grid; canvas-ai-hint,0
src/css/organized/collaboration.css,css,755,1,ei-collab-card,19
src/css/organized/dashboard-empty-state.css,css,1522,3,dashboard-empty,0
src/css/organized/editor-canva-v13.css,css,1048,1,ei-context-menu,0
src/css/organized/editor-layout-stability.css,css,10731,1,"--stable-left-width:clamp(310px,22vw,380px);--stable-right-width:clamp(290px,20vw,350px);--stable-rail-width:72px;--stable-scroll-thumb:color-mix(in srgb,var(--app-muted,#757783) 46%,transparent);--stable-scroll-track:color-mix(in srgb,var(--app-surface-2,#f8f8fb) 78%,transparent)",0
src/css/organized/export-quality-v24.css,css,4998,12,v24-quality-dialog; v24-quality-actions; v24-alt-dialog,3
src/css/organized/guests-page-v13.css,css,1125,1,guest-admin,0
src/css/organized/photo-editor-v13.css,css,2161,1,ei-photo-v13,0
src/css/organized/professional-editor-v17.css,css,11019,1,,3
src/css/organized/review-v23.css,css,8372,4,v23-review-drawer; v23-review-tabs,4
src/css/organized/styles.css,css,53031,130,skip-link; sr-only; --accent:#9d4555;--ink:#2c2326;--panel:#fff;--line:#e8dfdc,90
src/css/organized/workflow-continuity.css,css,7822,1,"--workflow-purple:#7c4dff;--workflow-panel-shadow:0 18px 48px rgba(20,24,38,.12)",2
src/css/organized/workflow-creation-flow-v3.css,css,6358,28,workflow-page-dock; workflow-page-dock-track; workflow-quick-strip; workflow-canvas-welcome,3
src/css/organized/workflow-final-audit-v7.css,css,11460,1,"--v7-focus:color-mix(in srgb,var(--app-accent,#8b465b) 82%,#4f7cff 18%);--v7-scroll-thumb:color-mix(in srgb,var(--app-muted,#747681) 42%,transparent)",2
src/css/organized/workflow-refine.css,css,10131,1,--flow-purple:#7b47ff;--flow-purple-2:#a543ef;--flow-cyan:#21c6d7;--flow-radius:14px,0
src/css/organized/workflow-ux-v5.css,css,4569,1,workflow-v5-status,3
src/css/page-experience-v22.css,css,14069,40,v22-page-manager; v22-page-menu; v22-page-drag-handle; v22-mode-note; v22-page-card; v22-page-thumb; v22-quick-preview; v22-quick-object; v22-quick-text; v22-quick-image; v22-quick-shape; v22-quick-decoration; v22-quick-empty; workflow-page-chip; v22-dock-drag-handle,2
src/css/photo-editor.css,css,3384,2,ei-photo-dialog,5
src/css/photo-retouch-v13.css,css,2053,1,ei-retouch-open,0
src/css/photo-style-library-v23.css,css,5120,3,v23-photo-style-dialog,3
src/css/photo-workflow-v23.css,css,5969,3,v23-photo-workflow,3
src/css/print-readiness-v25.css,css,2516,1,v25-print-dialog,3
src/css/privacy-v13.css,css,716,9,privacy-page; privacy-back-link,0
src/css/product-operations-v13.css,css,3790,1,,0
src/css/production-readiness-v32.css,css,1824,1,v32-panel,1
src/css/professional-layers-v29.css,css,4379,2,ei-advanced-launcher; v29-stage-links,1
src/css/professional-workflow-v23.css,css,2035,6,v23-arrange-panel; v23-transform-mode; v23-guide-overlay; v23-transform-hud,4
src/css/raster-workspace-v30.css,css,3583,1,v30-modal,1
src/css/reset-page-v13.css,css,336,1,auth-page,0
src/css/responses-page-v13.css,css,1700,1,response-admin,0
src/css/rich-text-editing-v21.css,css,792,2,rt-toolbar-tools,2
src/css/rich-text-renderer-v21.css,css,648,1,rt-document,4
src/css/smart-layout-v24.css,css,3023,2,v24-layout-dialog,3
src/css/social-card.css,css,1130,1,ei-social-preview,6
src/css/stabilized-v14.css,css,17432,1,server-required-v14,0
src/css/storyboard.css,css,1168,1,ei-storyboard-toolbar,5
src/css/studio-automation-v27.css,css,5307,2,v27-automation-dialog; v27-audit-list,3
src/css/studio-experience.css,css,28914,1,"--ui-bg:#f3f4f7;--ui-panel:#fff;--ui-panel-soft:#f8f8fb;--ui-ink:#1f2026;--ui-muted:#71717a;--ui-line:#e4e4e9;--ui-line-strong:#d7d7df;--ui-accent:#7d4052;--ui-accent-2:#aa6579;--ui-dark:#16171b;--ui-radius:14px;--ui-shadow:0 16px 45px rgba(30,24,28,.08)",65
src/css/studio-governance-v25.css,css,3979,1,v25-governance-dialog,3
src/css/studio-operations-v26.css,css,4382,1,v26-operations-dialog,3
src/css/style-history-v23.css,css,4884,2,v23-style-kit-dialog,4
src/css/style-kits.css,css,5323,1,ei-experience-launch,3
src/css/template-bindings-v25.css,css,2509,1,v25-binding-dialog,3
src/css/templates-page-v13.css,css,3161,1,studio,0
src/css/theme-hardening.css,css,2095,1,,0
src/css/timeline-v13.css,css,2295,1,ei-timeline-launch,0
src/css/toast.css,css,5276,169,"toast-stack; toast; toast--visible; toast--leave; toast--success; toast--error; toast--warning; toast--info; 
  --toast-info: var(--info, var(--app-accent-2, #3b82f6));
",73
src/css/tokens.css,css,1755,7,"--surface-0:#f5f6f8;--surface-1:#ffffff;--surface-2:#f8f8fb;--surface-3:#eff0f4;--text-1:#1f2026;--text-2:#646773;--text-3:#6c707a;--border-1:#e2e3e8;--border-2:#d3d5dc;--brand:#8b465b;--brand-2:#9c6cff;--brand-soft:#f5e8ed;--success:#2b9b68;--warning:#c98322;--danger:#c6404d;--shadow-1:0 2px 8px rgba(23,25,32,.06);--shadow-2:0 16px 46px rgba(23,25,32,.11);--shadow-3:0 32px 90px rgba(18,20,27,.2);--radius-sm:10px;--radius-md:14px;--radius-lg:20px;--radius-xl:28px;--app-bg:var(--surface-0);--app-surface:var(--surface-1);--app-surface-2:var(--surface-2);--app-surface-3:var(--surface-3);--app-text:var(--text-1);--app-muted:var(--text-2);--app-faint:var(--text-3);--app-line:var(--border-1);--app-line-2:var(--border-2);--app-accent:var(--brand);--app-accent-2:var(--brand-2);--app-accent-soft:var(--brand-soft);--app-good:var(--success);--app-warn:var(--warning)",11
src/css/typography-fonts.css,css,1772,9,,1
src/css/typography-system-v20.css,css,6788,1,--v20-focus:#275efe;--v20-warn:#9a5a00;--v20-error:#b3261e,0
src/css/ui-dialogs.css,css,3566,1,--dialog-danger:#d74f5e;--dialog-good:#2c9a65,0
src/css/ux-refine.css,css,30418,1,"--refine-sidebar:84px;--refine-panel:340px;--refine-inspector:318px;--refine-radius:16px;--refine-card:var(--app-surface,#fff);--refine-soft:var(--app-surface-2,#f7f7f9);--refine-line:var(--app-line,#e5e5ea);--refine-text:var(--app-text,#202127);--refine-muted:var(--app-muted,#737680);--refine-accent:var(--app-accent,#8b465b)",0
src/css/verify-page-v13.css,css,233,1,verify-page,0
src/css/workflow-creation-flow-v4.css,css,10917,1,workflow-page-dock,3
src/css/workflow-pro-editor-v6.css,css,7184,1,workflow-v6-popover,2
src/css/workspace-v21.css,css,1312,4,,3
src/css/zoom-layout-pages-v22.css,css,1200,2,--v22-control-min:44px,0
src/css/zoom-layout-v22.css,css,6062,1,--v22-control-min:44px;--v22-tab-font:12px;--v22-tab-gap:6px,20
src/js/accessibility-polish.js,js,3739,18,syncPanel; trapDialogKey; observeDialogs; init; EInviteAccessibility,0
src/js/account-security-v13.js,js,9074,40,credentialJSON; renderSessions; renderPasskeys; renderAudit; renderPrivacy; renderStudio,0
src/js/account.js,js,5854,19,installAppearanceSetting,68
src/js/adaptive-gpu-quality-v22.js,js,5762,19,initial; apply; setOverride; assess; snapshot; makePanel; row; updatePanel; onLost; onRestored; destroy; EInviteGraphicsDiagnostics,0
src/js/adaptive-templates-v25.js,js,20768,64,field; text; shape; image; page; palette; heroImage; scheduleText; families; familyById; remapPages; applyFamilyPayload; applyFamily; captureCurrent; render,2
src/js/admin.js,js,8528,23,matches; renderUsers; renderTemplates; renderInvitations; renderAI; render,48
src/js/advanced-animation-v44.js,js,4772,9,render; timeline; activate; EInviteAdvancedAnimationV44,1
src/js/advanced-editor-loader-v32.js,js,2996,14,add; script; button; click; init; destroy,2
src/js/advanced-motion-runtime-v44.js,js,1450,1,,3
src/js/advanced-public-loader-v32.js,js,3193,9,needsAdvanced; needsMotion; asset; script; EInviteAdvancedPublicLoader,0
src/js/advanced-public-renderer-v32.js,js,5119,12,renderVector; objectMap; sanitizedImportedSvg; applyMask; enhance; EInviteAdvancedPublicRendererV32,2
src/js/ai-agent-tool-registry-v28.js,js,36344,180,VERSION; throwIfAborted; invitationId; canvasId; targetIds; contextForPlan; currentDocument; brandKit; mapCall; selectedPlanEntries; authorizationHeaders; isServerMutation; summarizeObject; readProjectSummary; readPageSummary,1
src/js/ai-assistant-loader-v27.js,js,4149,1,,2
src/js/ai-assistant-pro.js,js,33588,104,VERSION; TASKS; TAB_TASKS; QUICK; on; toast; history; saveHistory; currentPageName; documentContext; localDesignReview; localAccessibilityReview; build; applyMode; inertBackground,0
src/js/ai-creative-agent-v28.js,js,48270,93,VERSION; toast; on; cookieHeaders; isMobile; focusables; setBackgroundInert; restoreBackground; syncPattern; trap; ensureThread; openKeydown; installOpenKeyHandler; removeOpenKeyHandler; setInitializing,1
src/js/ai-editor-action-extension-v53.js,js,8380,6,,1
src/js/ai-editor-action-service-v27.js,js,38170,188,VERSION; PHOTO_PRESETS; canonical; stableString; fingerprint; invitationId; revision; canvasMap; safeId; objectType; plainText; targetSnapshot; selectionType; captureContext; permissionAllowed,0
src/js/ai-production-v35.js,js,4598,9,card; render; EInviteAIProductionV35,1
src/js/album.js,js,22776,420,STRINGS; PROGRESS_STYLE_ID; enhance; renderPhoto; onUpload; startUpload; resetProgressUI; showError; EInviteAlbum,7
src/js/analytics.js,js,3599,7,last30Days; render,51
src/js/app.js,js,247479,3386,V19_KHMER_TEXT_RE; sanitizeRichText; typographyFontStack; ensureTypographyFlow; typographyContentHTML; setTypographyContent; parseTypographyOverrides; pairingForFont; typographyObjectData; syncTypographyDataset; setTypographyOverrideDataset; applyTypographyLayout; syncTypographyLayoutResult; fitTextObject; scheduleTextFit,254
src/js/asset-workflow-v23.js,js,24085,58,RECENT_KEY; on; esc; safeUrl; readJson; writeJson; activeMap; selectedImageId; selectedKind; ensureFeedback; recentIds; remember; assetId; assetName; assetHaystack,2
src/js/backend-mode-v14.js,js,2223,26,emit; isAvailable; staticUrl; message; disable; EInviteBackend,2
src/js/billing.js,js,5579,65,checkoutBanner,45
src/js/brand-components-v24.js,js,20247,54,BRAND_KEY; read; write; activeMap; allMaps; builtins; normalizeBrand; customBrands; saveBrands; brands; currentBrand; uniqueName; saveCurrentBrand; deleteBrand; patchTypography,2
src/js/builtin-templates.js,js,2925,10,EInviteBuiltinTemplates,0
src/js/bundle-account-v15.js,js,74839,410,TOUR_VERSION; toast; buildDialog; uiConfirm; uiPrompt; uiAlert; installAppearanceSetting; credentialJSON; renderSessions; renderPasskeys; renderAudit; renderPrivacy; renderStudio; currentMode; applyTheme,0
src/js/bundle-admin-v15.js,js,70798,380,TOUR_VERSION; toast; buildDialog; uiConfirm; uiPrompt; uiAlert; matches; renderUsers; renderTemplates; renderInvitations; renderAI; render; currentMode; applyTheme; installThemeControl,0
src/js/bundle-analytics-v15.js,js,69483,399,LAST_KEY; TOUR_VERSION; toast; buildDialog; uiConfirm; uiPrompt; uiAlert; getInvitationId; remember; route; last30Days; render; currentMode; applyTheme; installThemeControl,0
src/js/bundle-billing-v15.js,js,65490,417,TOUR_VERSION; toast; buildDialog; uiConfirm; uiPrompt; uiAlert; checkoutBanner; currentMode; applyTheme; installThemeControl; installAppLauncher; setWidths; addToggle; resizer; selectOnly,0
src/js/bundle-checkin-v15.js,js,16377,79,LAST_KEY; toast; buildDialog; uiConfirm; uiPrompt; uiAlert; getInvitationId; remember; route; setNetwork; renderQueue; render; guestFromScanned; closeScanner; syncPanel,0
src/js/bundle-dashboard-v15.js,js,309032,2805,DATA; MODEL_VERSION; KHMER_RE; STYLE_FIELDS; OVERRIDE_FIELDS; DEFAULT_STYLES; DEFAULT_ORDER; KHMER_MARK_RE; KHMER_COENG; STYLE_ORDER; RendererAdapters; LAST_KEY; $$; TOUR_VERSION; STRINGS,0
src/js/bundle-designer-v15.js,js,61353,357,TOUR_VERSION; toast; buildDialog; uiConfirm; uiPrompt; uiAlert; currentMode; applyTheme; installThemeControl; installAppLauncher; setWidths; addToggle; resizer; selectOnly; makeId,0
src/js/bundle-guests-v15.js,js,78330,412,LAST_KEY; TOUR_VERSION; toast; buildDialog; uiConfirm; uiPrompt; uiAlert; getInvitationId; remember; route; esc; guestUrl; filtered; render; showQr,0
src/js/bundle-index-v15.js,js,1097217,11016,PROFILE_KEY; OVERRIDE_KEY; DEFAULT_PROFILE; DATA; MODEL_VERSION; KHMER_RE; STYLE_FIELDS; OVERRIDE_FIELDS; DEFAULT_STYLES; DEFAULT_ORDER; KHMER_MARK_RE; KHMER_COENG; STYLE_ORDER; RendererAdapters; VERSION,0
src/js/bundle-materials-v15.js,js,120157,812,RESUMABLE_THRESHOLD; DEFAULT_CHUNK_SIZE; LAST_KEY; TOUR_VERSION; toast; buildDialog; uiConfirm; uiPrompt; uiAlert; abortError; cookieValue; browserMutationHeaders; xhrRequest; fontMime; xhr,0
src/js/bundle-privacy-v15.js,js,0,0,,0
src/js/bundle-public-v15.js,js,232062,1595,DATA; MODEL_VERSION; KHMER_RE; STYLE_FIELDS; OVERRIDE_FIELDS; DEFAULT_STYLES; DEFAULT_ORDER; KHMER_MARK_RE; KHMER_COENG; STYLE_ORDER; RendererAdapters; VERSION; CURRENT_VERSION; MAX_DURATION; COPY,0
src/js/bundle-reset-v15.js,js,61579,357,TOUR_VERSION; toast; buildDialog; uiConfirm; uiPrompt; uiAlert; currentMode; applyTheme; installThemeControl; installAppLauncher; setWidths; addToggle; resizer; selectOnly; makeId,0
src/js/bundle-responses-v15.js,js,73334,408,LAST_KEY; TOUR_VERSION; toast; buildDialog; uiConfirm; uiPrompt; uiAlert; getInvitationId; remember; route; customLabels; metrics; filteredResponses; renderResponses; renderWishes,0
src/js/bundle-templates-v15.js,js,79621,413,TOUR_VERSION; toast; buildDialog; uiConfirm; uiPrompt; uiAlert; setTemplateState; palette; strip; titleOf; thumb; filtered; render; previewPage; preview,0
src/js/bundle-verify-v15.js,js,60500,354,TOUR_VERSION; toast; buildDialog; uiConfirm; uiPrompt; uiAlert; currentMode; applyTheme; installThemeControl; installAppLauncher; setWidths; addToggle; resizer; selectOnly; makeId,0
src/js/canva-scale-v31.js,js,6545,22,intersects; pageVariants; duplicatePage; reorderPage; setPublicationVisibility; copyPackage; pastePackage; offset; parseCsv; mergeFields; buildPersonalizedJobs; fingerprint; virtualRange; disposePageResources; SpatialIndex,1
src/js/canvas-plus.js,js,47856,439,wireAuthLayouts; enhanceMaterialsPage; editorEnhancements; textureImages; averageCorners; dist,4
src/js/checkin-v13.js,js,6246,16,setNetwork; renderQueue; render; guestFromScanned; closeScanner,1
src/js/collaboration-live.js,js,6140,29,ensureChip; receive; acceptLocal; startPolling; stopPolling; scheduleSseRetry; startSSE; ensurePresence; renderPresence; stop; __EInviteCollaborationLiveInit; EInviteCollaborationSync,2
src/js/collaboration-presence-v52.js,js,14715,348,HEARTBEAT_INTERVAL_MS; GRACE_PERIOD_MS; IDLE_TIMEOUT_MS; CURSOR_THROTTLE_MS; PRESENCE_TTL_S; MAX_REMOTE_CURSORS; STRINGS; actorColor; initials; renderOverlay; PresenceChannel; EInviteCollaborationPresenceV52,1
src/js/collaboration-studio-v31.js,js,12938,36,button; build; close; schedulePoll; editorCommand; queue; storageKey; persistQueue; restoreQueue; csrf; startPresence; renderPresence; renderRemoteCursors; initials; status,2
src/js/collaboration-v24.js,js,17329,46,STORE_KEY; on; readAll; writeAll; localAssignments; assignmentMap; normalizeTask; saveAssignments; rootComments; assignmentFor; reviewers; pageName; threadStats; pageSummary; statusFor,2
src/js/collaboration.js,js,3269,12,,19
